Gene,BRCA_1,BRCA_2,BRCA_3,Treated_1,Treated_2,Treated_3,Treated_4,Treated_5
Slc25a10,1881,1938,2148,1722,1644,1551,1827,1654
Slc25a12,290,242,299,391,378,371,303,293
Slc25a13,403,337,427,329,331,258,328,396
Slc25a15,476,431,434,294,214,206,305,333
Slc25a17,40,31,36,68,73,120,38,68
Slc25a18,1142,893,925,1059,1112,1031,1074,1069
Slc25a2,194,258,239,365,362,329,260,210
Slc25a20,161,160,159,261,319,327,223,280
Slc25a22,10094,8019,9050,9129,9656,6887,9897,11196
Slc25a24,6302,6307,7085,3347,3108,2847,4665,4802
Slc25a28,63,52,74,95,56,108,65,76
Slc25a29,2539,3427,3660,3687,3922,3705,3179,2600
Slc25a3,930,909,1098,771,702,760,949,893
Slc25a31,20,15,28,6,7,11,11,11
Slc25a32,1991,1923,2244,2223,2191,2037,2538,2583
Slc25a33,1037,766,936,544,474,569,823,871
Slc25a37,840,860,917,1164,1370,1269,916,932
Slc25a38,1180,1116,1228,1074,1048,937,1242,1254
Slc25a39,9037,9291,9781,5307,5132,6117,6566,5405
Slc25a4,153,208,182,551,259,238,159,268
Slc25a42,379,316,285,539,622,662,557,496
Slc25a43,20,42,27,20,23,16,23,16
Slc25a44,5229,6774,7283,6151,6497,6995,6077,5704
Slc25a45,40,45,51,24,30,27,39,44
Slc26a1,342,380,405,317,236,312,402,397
Slc26a10,1333,1352,1462,1487,1570,1506,1657,1623
Slc26a2,1411,1290,1509,1351,1315,1143,1413,1413
Slc26a3,6,7,8,10,11,15,12,19
Slc26a6,468,388,483,74,60,77,125,100
Slc26a8,2064,1954,2181,2163,2144,2056,2211,2327
Slc27a3,1879,1861,2088,2274,2325,2680,1978,1804
Slc27a5,55,25,58,58,84,57,72,112
Slc27a6,789,816,1007,716,647,673,886,822
Slc28a3,6918,5461,6388,5322,5351,4370,6011,6390
Slc29a2,832,808,894,843,798,693,755,719
Slc2a1,2152,2226,2423,1230,1191,1213,2054,1827
Slc2a10,668,589,716,526,532,515,685,652
Slc2a12,371,224,289,279,342,252,320,325
Slc2a3,1725,2073,2328,1916,1908,1801,1714,1712
Slc2a4,2081,1892,2317,1831,2010,1867,2140,2052
Slc2a4rg-ps,1400,1713,1874,1087,1081,1007,1321,1251
Slc2a5,0,3,4,2,4,2,4,2
Slc2a6,3620,3338,3836,3656,3351,3292,3882,3756
Slc2a8,1998,1788,1975,2201,2288,2168,2076,2013
Slc2a9,2527,2192,2552,2943,3037,3091,2809,2650
Slc30a6,609,528,582,657,743,751,600,882
Slc30a7,8141,12303,12061,7463,7424,7398,8731,8079
Slc30a9,603,525,588,582,637,689,595,1041
Slc31a1,156,122,133,157,139,112,130,216
Slc35a2,71,41,58,84,79,71,90,148
Slc35a3,9760,7214,8506,8520,8610,6251,9200,11118
Slc35a4,550,530,598,549,488,504,449,468
Slc35a5,448,440,446,565,576,587,538,629
Slc35b1,2,4,3,1,7,5,5,3
Slc35b2,12200,11325,11713,14530,15384,12401,11906,12862
Slc35b4,3,14,11,16,12,7,14,11
Slc35c1,1005,928,1123,1244,1159,1223,1262,1222
Slc35c2,35,13,14,16,6,28,18,28
Slc35d1,1014,957,1055,959,876,870,1070,1033
Slc35d3,17,1,7,3,3,3,12,9
Slc35e2,1198,1091,1213,1122,1107,1097,1063,1107
Slc35e3,427,316,427,104,101,124,136,93
Slc35e4,225,177,259,12,2,19,37,19
Slc35f1,31593,36194,39383,16116,15742,16424,25125,20587
Slc35f2,6740,6832,7194,5224,5117,5052,6030,6005
Slc35f6,5,7,10,17,6,17,8,10
Slc35g1,68,80,139,566,314,270,91,132
Slc36a1,16,15,16,19,9,9,21,27
Slc36a1os,8825,7468,8692,9181,8843,7387,8974,10335
Slc36a2,98,114,175,163,96,80,41,36
Slc36a4,537,414,462,519,519,535,763,753
Slc37a1,36,28,28,47,33,49,33,53
Slc37a2,1030,933,1066,780,732,692,886,889
Slc37a3,78,58,39,59,85,82,86,122
Slc37a4,181,156,186,158,155,199,154,161
Slc38a1,5983,6010,6469,7591,7029,7079,7474,7083
Slc38a10,79,50,47,32,27,38,47,34
Slc38a11,168,122,157,171,208,185,147,169
Slc38a2,8754,6972,7678,8761,8962,6744,8184,9680
Slc38a3,28,15,8,14,15,19,19,18
Slc38a4,313,263,280,244,197,257,401,377
Slc38a5,524,485,544,428,444,455,535,595
Slc38a6,1211,1244,1614,1047,1059,1090,995,960
Slc39a10,1028,1092,1182,787,725,747,758,786
Slc39a11,1308,1308,1444,1085,1088,1064,1313,1166
Slc39a12,462,793,1336,1119,684,851,288,257
Slc39a13,2169,1786,1950,3207,3157,2750,2462,3365
Slc39a14,405,252,265,498,474,446,321,782
Slc39a6,1244,548,611,2718,3113,2569,2917,3492
Slc39a7,92,47,40,16,18,9,69,89
Slc39a8,1609,1720,1943,1170,1084,1064,1318,1424
Slc39a9,60,61,57,20,28,16,30,22
Slc3a1,3220,3228,3671,3453,3672,3476,3430,3536
Slc3a2,54,58,65,80,55,50,84,68
Slc41a1,666,646,760,427,381,391,633,604
Slc41a2,4933,4597,5386,4042,4095,4008,4931,4948
Slc41a3,22,25,32,35,44,45,26,28
Slc43a2,5,3,0,8,5,7,6,4
Slc44a1,575,556,619,615,575,642,599,534
Slc44a2,2005,2076,2081,3024,3021,3110,2446,2206
Slc44a5,1224,1101,1302,628,612,644,978,965
Slc45a3,459,338,440,352,445,365,369,436
Slc45a4,1111,652,756,803,777,796,1163,1138
Slc46a1,4185,4445,4676,5173,5169,5657,5141,4702
Slc47a2,356,315,386,227,255,230,288,312
Slc4a11,807,647,747,549,417,427,774,734
Slc4a3,366,380,451,354,344,386,358,296
Slc4a4,645,413,439,999,817,779,1036,1102
Slc4a8,5,5,5,3,2,1,0,0
Slc52a3,2232,2039,2151,3036,3158,2664,1676,1313
Slc5a10,2523,2363,2681,2275,2418,2231,2600,2410
Slc5a2,8,1,4,7,2,5,7,1
Slc5a3,33,41,36,137,130,182,32,22
Slc5a5,1969,1958,2160,1627,1579,1370,1900,1946
Slc6a20b,217,229,257,254,183,186,241,181
Slc6a8,600,620,700,666,660,635,820,741
Slc6a9,8,2,4,2,0,2,3,6
Slc7a1,532,487,579,428,454,413,507,509
Slc7a14,501,440,557,400,396,275,441,476
Slc7a2,743,1340,1108,4974,6008,5050,2855,2279
Slc7a3,1035,865,1029,693,637,543,820,874
Slc7a5,1137,1301,1546,1013,953,952,989,857
Slc7a6,3402,3567,4131,2984,3046,2648,3172,3047
Slc7a7,2216,2227,2445,1964,2049,1902,2138,2150
Slc7a8,6510,7742,7963,6718,6394,7498,6573,5961
Slc8a1,220,215,246,150,147,138,215,222
Slc8a2,639,541,550,698,592,655,632,664
Slc8b1,579,539,670,559,613,472,559,667
Slc9a1,4441,5335,5426,4098,3886,3708,4348,4509
Slc9a2,594,589,638,605,580,592,605,861
Slc9a3r1,6324,7407,7605,8984,7482,7911,7821,6563
Slc9a9,2602,3018,3147,3351,3338,3482,3439,3172
Slc9b1,104,159,176,172,217,220,138,176
Slco1a4,4519,4621,5370,4296,4034,3870,5060,4805
Slco1a6,15259,17585,18418,13634,12991,12547,17127,15585
Slco2a1,26,22,26,18,23,24,28,26
Slco2b1,8,5,3,7,9,4,6,5
Slco3a1,615,483,597,648,721,685,587,603
Slco4a1,852,986,1083,1061,1186,1176,854,886
Slfn14,171,173,204,122,123,116,110,133
Slfn2,3780,3303,3909,3099,3054,2753,2834,2920
Slfn3,489,433,548,306,290,304,455,461
Slfn4,5607,5386,6097,5481,5538,5450,5944,5661
Slfn5,3360,3422,3978,3644,3540,3680,4306,4250
Slfnl1,1470,1375,1575,1582,1516,1484,1496,1403
Slit1,290,256,327,163,140,156,237,280
Slit2,96,83,100,91,96,75,111,123
Slit3,299,297,398,277,318,280,317,350
Slitrk2,1304,1031,1234,2769,2686,2436,1581,1560
Slitrk6,816,446,641,451,366,263,216,235
Slk,12,15,17,29,16,6,41,22
Slmap,1432,1509,1559,1484,1497,1421,1615,1321
Slmo1,46953,47045,53792,81974,85418,82896,73563,75913
Slmo2,2964,2997,3269,3895,4246,4106,3731,3420
Slpi,4,7,1,5,5,9,3,6
Slx1b,8219,8212,8385,7350,6668,6797,15781,13670
Slx4,1214,1213,1388,861,872,716,988,1079
Slx4ip,12,10,9,21,10,11,7,10
Smad2,600,477,668,343,301,279,434,461
Smad4,560,538,615,444,423,405,517,490
Smad6,3604,3555,3780,4702,4334,4679,3961,4041
Smad9,8905,10230,10171,8266,8612,8002,9741,8904
Smap1,4826,4805,5249,4746,4769,5129,4952,4437
Smap2,81,102,138,57,13,19,52,31
Smarca1,311,125,159,80,74,96,133,114
Smarca5,276,117,131,282,358,260,361,409
Smarcad1,1455,1167,1204,1223,1147,1216,1654,1545
Smarcal1,14,4,4,6,7,13,6,11
Smarcb1,4381,4144,5194,1651,1679,1806,3494,3475
Smarcc2,7,8,14,5,1,0,2,3
Smarcd2,1270,1104,1383,679,626,650,722,675
Smc1a,12,12,5,9,4,4,7,5
Smc4,2,3,4,2,4,0,2,3
Smc6,42,48,32,81,80,66,65,76
Smchd1,1451,1274,1285,1579,1602,1844,982,1089
Smco3,153,158,203,55,39,55,82,51
Smco4,2467,2702,3030,2617,2349,2462,2461,2378
Smcr8,7650,7056,7284,7114,6165,8071,7377,6600
Smdt1,830,745,851,248,251,221,782,814
Smek1,311,312,373,337,299,283,410,432
Smek2,272,206,252,243,165,158,217,234
Smg5,26083,20622,22590,22605,21171,22335,24044,24358
Smg6,795,771,855,733,747,723,842,784
Smg8,1,13,1,0,6,0,23,0
Smg9,2355,1874,2362,1050,1047,966,1380,1264
Smim11,26,20,24,15,17,18,23,25
Smim12,132,146,149,420,777,590,263,537
Smim13,1207,1109,1373,875,873,802,1089,1179
Smim15,865,645,726,1010,968,1016,772,763
Smim19,991,912,1024,595,514,666,726,581
Smim20,5,9,7,11,6,17,10,6
Smim24,1183,982,1128,759,814,701,1165,1197
Smim3,40,42,69,9,14,23,26,19
Smim4,1006,1481,1581,664,558,704,751,645
Smim6,139,75,86,67,77,88,131,101
Smim7,1427,1193,1332,1292,1288,1298,1419,1494
Smim8,290,249,227,423,376,402,279,311
Smo,26,17,20,18,13,12,18,23
Smoc1,599,477,535,1084,1256,982,929,1187
Smox,140,74,87,113,135,101,120,168
Smpd1,3429,2761,3740,2175,1565,1676,2006,2313
Smpd3,3,1,5,1,1,4,5,4
Smpd4,863,655,685,666,644,716,781,702
SMPD5,12814,13958,15515,24433,25811,23689,13073,14312
Smpdl3a,931,800,977,709,691,613,965,959
Smpx,7629,6629,7849,11460,13230,12872,10574,12436
Smtn,5,5,9,3,3,1,2,2
Smurf2,3539,3657,3928,4185,4201,4486,3646,3361
Smyd2,1781,1850,2172,1976,2047,1686,1657,1772
Smyd4,304,273,418,328,325,319,250,236
Smyd5,2624,2935,3324,2453,2320,2334,2762,2531
Snai3,258,217,289,171,166,133,279,272
Snap23,13,10,9,0,1,3,2,1
Snap29,2205,1934,2302,1658,1620,1409,1816,1895
Snap47,337,235,289,282,277,321,285,243
Snapc1,6263,6937,7100,6819,6844,6704,7374,7343
Snapc4,1958,2362,2746,2957,3032,3058,2195,2117
Snapc5,12143,14556,15001,19101,20290,17561,13697,12167
Sncaip,79,68,110,59,72,83,68,86
Sncg,113,100,79,17,16,13,53,34
Snf8,505,552,644,559,580,525,560,536
Snhg11,955,859,922,889,983,860,1058,1059
Snhg12,1847,1822,2074,1668,1709,1709,2368,2304
Snip1,46,49,55,41,30,52,38,34
Snora20,2,7,2,3,13,5,9,7
Snora24,1462,1455,1708,1272,1347,1237,1437,1504
Snora28,2855,2661,3156,1952,1687,1914,2494,2449
Snora2b,4048,3088,3299,7903,8847,6287,7275,8107
Snora31,1439,1439,1569,1172,1231,1293,1457,1323
Snora33,12,15,36,14,2,3,4,3
Snora41,1489,1767,1793,3574,3668,3456,2811,3000
Snora62,29,46,50,65,68,104,31,32
Snora68,10,5,9,8,5,7,4,7
Snora69,3,6,3,1,1,1,4,6
Snora78,371,297,246,386,401,465,534,528
Snord100,212,179,204,158,127,133,206,209
Snord104,320,406,463,415,376,407,413,343
Snord110,22,15,13,19,30,35,30,25
Snord14a,16847,16310,17421,18431,17437,17557,20995,19943
Snord23,215,126,193,197,194,187,186,265
Snord35b,1792,1830,1989,2200,1899,2003,2136,2118
Snord49b,86,73,65,73,77,103,88,91
Snord53,29506,23901,26731,28116,28239,24273,30189,31564
Snord55,2151,2047,2356,1735,1726,1575,1529,1695
Snord58b,192,109,159,119,166,151,229,204
Snord69,437,369,404,269,248,244,317,374
Snord7,169,61,39,72,62,100,50,32
Snord71,913,1089,1294,676,616,648,812,817
Snord8,49,30,44,28,14,12,57,68
Snord83b,1150,1103,1154,1179,1123,1007,1230,1292
Snph,3274,2829,2881,2137,2331,2486,3760,3564
Snrk,6,5,6,6,3,7,2,2
Snrnp200,254,233,265,260,298,223,314,311
Snrnp25,41,38,27,81,85,87,74,98
Snrnp48,3018,2733,3219,2346,2226,2064,2374,2427
Snrnp70,1539,1313,1563,1297,1256,1174,1708,1778
Snrpa,1352,1222,1293,1885,2466,2084,1326,1574
Snrpa1,76,68,89,60,40,49,52,64
Snrpb,11,10,6,9,18,22,3,9
Snrpb2,1050,1130,1298,1325,1341,1250,1550,1698
Snrpd2,7,6,5,4,5,4,11,12
Sntb2,20,6,6,10,3,1,1,6
Sntg2,262,259,285,211,229,208,259,284
Snw1,619,622,760,399,365,345,488,461
Snx1,746,890,1043,539,519,445,603,614
Snx10,5461,5626,6646,5002,4834,4727,5078,5208
Snx12,19,13,13,10,3,11,8,12
Snx14,10065,13308,14382,2587,2112,2362,4797,4201
Snx15,179,126,109,166,176,228,138,108
Snx16,751,643,763,613,595,569,654,732
Snx17,741,297,307,874,971,725,743,779
Snx18,5,2,8,2,1,2,3,1
Snx19,24,60,45,14,34,40,34,32
Snx20,128,66,82,134,117,126,119,225
Snx21,10,10,6,12,6,13,14,6
Snx24,164,134,146,196,194,199,170,181
Snx25,1202,3258,2955,2022,2980,2858,1002,896
Snx29,283,276,306,297,332,306,291,315
Snx3,172,138,163,311,329,304,132,247
Snx32,673,619,664,816,776,840,755,760
Snx4,4529,4217,4895,5289,4763,4681,5675,5705
Snx5,48360,62943,69402,63976,60703,61293,64650,66619
Snx6,295,178,212,475,359,444,186,239
Snx7,203,212,207,63,62,84,167,187
Snx8,118,77,89,74,79,77,115,111
Snx9,792,742,967,533,513,467,483,439
Soat1,422,392,529,299,338,312,420,416
Soat2,818,690,729,492,597,607,986,1020
Socs2,32,30,40,21,27,14,22,23
Socs3,155,161,193,198,207,191,234,208
Socs5,1511,1337,1371,1532,1664,1399,1315,1338
Socs6,53,56,80,207,209,216,120,126
Sod3,3,0,1,4,0,1,1,0
Soga1,4272,3823,4281,3480,3234,3078,4002,3902
Son,1634,1509,1640,1529,1569,1795,1805,1889
Sorbs1,128,103,117,64,64,97,98,94
Sorbs2os,4172,3984,4127,4229,4455,3786,4362,4530
Sorcs1,787,480,535,293,311,298,481,365
Sorcs2,1310,1246,1391,1345,1441,1512,1297,1179
Sos1,630,490,598,434,405,348,529,569
Sowaha,907,879,983,1003,1013,982,999,1001
Sox10,31,26,39,58,29,36,42,102
Sox11,106,152,167,37,28,46,37,30
Sox12,234,183,220,223,206,227,248,289
Sox13,560,476,515,357,320,324,551,567
Sox15,50,22,27,25,18,24,43,51
Sox18,1013,822,1046,626,606,559,919,860
Sox21,645,581,692,440,358,425,627,573
Sox5,0,4,3,4,1,4,4,1
Sox6,69,50,58,34,36,35,39,47
Sox7,1909,1663,1904,1331,1392,1071,1711,1868
Sox8,1749,2215,2426,1899,1818,1731,1912,1825
Sox9,1529,1488,1693,965,1006,975,1419,1232
Sp100,628,698,709,601,594,557,575,821
Sp110,110,149,145,142,127,134,112,96
Sp2,2,4,5,5,7,5,1,5
Sp3,29,22,37,20,31,29,19,29
Sp3os,418,215,259,258,249,196,257,732
Sp7,20,7,9,2,7,5,6,4
Spag4,3564,3382,3743,3148,2993,3150,3224,2964
Spag5,97,108,81,40,44,80,88,73
Spag7,44679,39266,42777,19333,19562,19086,30547,26880
Spag8,341,331,367,355,334,320,478,510
Sparcl1,1,4,2,4,5,4,0,4
Spata1,265,189,212,179,163,151,236,237
Spata17,16442,14622,15635,15679,15643,13483,14288,14596
Spata18,9,20,22,25,29,31,27,20
Spata21,1126,1410,1465,1753,1082,1037,785,849
Spata22,75,45,57,102,68,62,64,124
Spata24,2476,3620,3377,2414,2584,2580,2580,2308
Spata25,2419,2350,2647,2233,2085,1779,2428,2284
Spata33,3455,2896,3347,3003,2811,2898,3814,3938
Spata5,1042,1140,1153,934,915,940,982,993
Spata5l1,332,254,390,392,425,353,276,251
Spata9,11810,12548,14895,16567,14966,15467,14403,13387
Spats1,4221,4074,4832,4737,4436,4045,4432,4567
Spats2,1392,1298,1546,1100,1068,1015,1188,1257
Spats2l,834,656,670,434,436,438,673,694
Spc25,235,263,281,246,236,219,238,241
Spcs1,1351,1939,1671,1934,1557,2201,1719,1852
Spdl1,299,192,200,252,315,344,311,311
Specc1,2775,4013,4182,1998,1998,2112,1904,1832
Spef2,119,56,63,62,70,71,80,101
Spem1,4621,2818,3655,2404,2329,2059,3286,3112
Spg11,1697,1600,1969,1611,1607,1455,1641,1507
Spg7,234,261,343,196,228,207,312,259
Spic,566,390,540,268,205,246,275,305
Spire1,1687,2155,2681,1701,1464,1490,1521,1652
Spo11,103,84,85,127,127,97,106,240
Spon2,428,423,474,360,305,304,354,399
Sppl2a,1,4,1,1,7,1,8,6
Sppl2b,195,144,152,148,146,135,176,206
Spr-ps1,1430,1698,1869,1575,1458,1329,1754,1718
Spry2,5666,5979,6603,5108,4829,4126,5752,5791
Spry4,23,39,19,51,70,67,55,76
Spryd3,3238,2542,3071,2198,2051,1748,2470,2726
Spryd4,3956,1729,1881,2627,2847,3509,2503,2477
Spta1,291,279,267,277,281,288,314,252
Sptan1,2403,2072,2536,2089,2111,1583,2351,2609
Sptb,2329,6726,6024,2496,4125,3470,1949,1998
Sptbn1,29,34,39,102,129,98,85,92
Sptbn2,2902,2833,3140,3229,3115,2906,2931,2895
Sptbn4,2749,2275,2283,2239,2136,2046,2849,2902
Sptbn5,5222,6382,6622,3868,3996,4075,4588,3519
Sptlc1,2,2,3,4,5,7,7,2
Sptlc2,1654,1650,1741,1608,1605,1481,2156,2064
Sptssa,1199,1275,1402,3705,3707,3967,2307,2287
Sqrdl,631,751,840,1760,2046,2365,1076,1216
Sqstm1,2614,2668,2981,1874,1869,1890,2021,1852
Src,513,431,525,565,551,563,636,628
Srcap,653,583,705,929,1342,1387,842,735
Srebf2,1559,1484,1648,1322,1363,1145,1370,1365
Srek1,32,33,25,19,18,20,30,32
Srf,1,0,0,4,3,2,1,4
Srfbp1,483,453,542,187,179,246,247,188
Srgap1,3397,3651,3811,2374,2319,2377,3318,3091
Srgap2,3,4,2,5,3,4,2,2
Srgn,1783,1691,1839,1514,1418,1520,1591,1562
Sri,1078,935,1055,896,902,827,1186,1314
Srl,277,192,222,207,242,236,341,340
Srm,2287,3109,3361,1893,2499,2199,1935,2014
Srms,5,4,2,1,3,4,4,3
Srp14,284,165,241,178,145,141,205,198
Srp54a,1362,1203,1398,1099,1169,1021,1261,1311
Srp54b,250,253,304,236,226,171,221,243
Srp68,15237,14304,16519,11390,10515,9816,11984,11308
Srp72,5,5,8,31,18,29,19,14
Srp9,1454,1610,1804,1496,1427,1462,1562,1514
Srpk2,646,512,690,559,548,451,602,703
Srpr,4355,4094,4807,3620,3656,3204,4310,4447
Srprb,827,702,767,802,817,681,718,700
Srr,3803,3577,4144,3756,3545,3358,3498,3579
Srrm1,175,121,156,160,160,173,162,163
Srrm2,77,130,156,115,60,54,61,60
Srrt,10528,7459,9137,15377,17306,17135,9903,11386
Srsf10,1545,1456,1807,1218,1205,1137,1554,1676
Srsf3,235,153,220,319,364,280,286,310
Srsf5,11,10,8,14,9,7,19,9
Srsf7,3,1,2,1,5,4,11,2
Srxn1,8,6,3,2,3,1,2,2
Ss18l1,7,5,4,21,13,20,9,4
Ssb,23222,30155,33394,10494,9532,8760,11232,9938
Ssbp4,2124,1996,2253,2429,2484,2404,2099,1972
Ssc4d,3812,3918,4351,2955,2838,2827,3701,3467
Ssh3,62,79,108,195,159,185,16,22
Ssna1,32,19,21,9,12,10,5,7
Sspn,89,81,109,116,89,86,119,111
Sspnos,4614,5827,6816,3020,2856,3411,5206,4626
Sspo,1287,1310,1528,1483,1514,1582,1517,1433
Ssr2,865,748,763,1046,981,983,1078,1137
Sstr1,5,4,5,4,5,4,4,0
Sstr4,256,519,540,2501,2931,2767,974,810
Ssu72,10,9,6,7,10,9,13,14
St13,285,295,278,228,261,316,182,187
St18,746,791,885,975,998,1022,1105,1114
St3gal3,1072,1710,1584,3260,2992,2508,1560,1348
St3gal4,36874,36637,40349,21970,22289,20827,51263,50329
St3gal5,1549,1684,1860,1624,1590,1568,1574,1442
St5,654,607,735,822,670,650,724,664
St6galnac2,1047,1031,1239,884,829,844,828,780
St6galnac4,74,64,109,141,131,159,94,115
St6galnac5,390,462,503,383,375,348,394,387
St7,1469,1269,1529,1167,1022,1021,1388,1450
St7l,152,114,160,55,56,57,56,51
St8sia4,338,234,251,652,553,750,368,355
Stac,2056,1817,2002,1555,1641,1419,1925,2131
Stac2,4114,3704,3675,6957,6951,7502,4663,4057
Stag1,125,97,109,105,123,121,153,163
Stag3,626,481,707,516,512,520,587,638
Stam,7456,7172,7728,7790,8199,8951,7832,7591
Stam2,278,204,246,301,266,257,343,334
Stambp,834,676,770,678,655,540,786,864
Stambpl1,483,463,542,667,656,668,702,609
Stap1,923,833,956,745,735,664,981,1012
Star,90,112,103,136,71,95,138,184
Stard3,213,195,257,191,179,170,162,218
Stard3nl,5930,8222,8324,8868,9785,9836,7750,6925
Stard6,9443,12627,13846,9968,10575,11868,8308,8280
Stard7,1993,1722,2055,2046,1998,1863,2253,2267
Stard9,2258,1815,1958,914,998,875,2030,1973
Stat1,139,162,158,346,352,352,256,187
Stat2,1,0,0,5,6,13,0,0
Stat3,370,350,445,313,254,273,437,384
Stat5b,10700,7603,8631,10043,10276,7505,10492,13869
Stat6,500,448,478,304,318,287,296,245
Stau1,377,350,437,219,174,182,286,297
Stau2,309,280,337,141,160,209,257,196
Stc2,1926,1750,1925,1565,1539,1541,1719,1765
Steap2,413,220,215,287,258,266,308,336
Steap4,1300,1195,1294,1342,1331,1238,1377,1501
Stil,63,55,94,180,143,133,91,106
Stim1,439,371,395,340,251,252,359,351
Stim2,376,390,513,420,358,383,369,434
Stip1,2,4,1,7,11,12,1,2
Stk10,10,6,8,1,3,5,2,11
Stk11ip,3093,2559,2785,2788,3043,2679,4114,4697
Stk16,399,417,431,666,713,716,865,865
Stk19,507,349,485,330,339,382,369,301
Stk3,2932,2735,2978,1426,1265,1336,2690,2244
Stk32a,1247,1109,1255,1217,1243,1531,1346,1218
Stk32b,565,462,583,275,273,274,391,306
Stk32c,213,219,290,232,176,208,261,246
Stk36,1,2,1,4,7,8,1,1
Stk38l,358,343,387,510,533,538,493,488
Stk39,3882,3814,4335,3414,3184,3044,3611,3593
Stk4,248,219,296,59,57,62,87,76
Stk40,66,50,91,58,56,76,33,64
Stkld1,30,26,24,24,31,44,41,52
Stmn1,142,144,122,125,147,156,132,114
Stmn2,20,17,23,17,19,26,28,21
Stmn3,5331,4684,5306,7289,6918,6386,6324,6797
Stmnd1,0,0,0,2,4,5,0,1
Stom,715,715,749,532,537,617,627,578
Stoml1,2708,2793,3001,2785,2550,2609,3000,2793
Stoml2,5346,4653,5275,4186,3870,4095,4244,3848
Ston1,1167,1101,1231,875,847,933,1085,999
Ston2,3234,2624,3077,2270,2209,2031,2801,2991
Stra13,4589,4234,4830,4646,4546,4952,5447,5010
Stra6,7,3,4,9,7,14,14,9
Stra6l,301,273,312,272,258,258,245,258
Strada,1304,1079,1037,1388,1367,1287,1966,1842
Strap,7313,6988,7979,8950,8457,7762,9061,9452
Strbp,2023,2526,2833,1704,1623,1658,1658,1558
Strn,578,295,395,639,672,739,448,609
Stt3a,2111,1868,2126,1878,1749,1729,2305,2244
Stt3b,4907,4193,4815,3480,3381,3243,3926,3867
Stub1,855,1032,1060,813,874,891,957,821
Stx11,1233,1252,1262,998,1466,1426,1618,1984
Stx16,140,130,166,109,93,92,116,153
Stx18,805,590,683,649,842,748,534,588
Stx19,4700,4192,4158,4546,4335,3199,6451,7257
Stx1a,1538,1897,1957,1552,1367,1475,1260,930
Stx1b,51,27,55,17,18,20,17,18
Stx2,1154,851,1025,1201,1191,1116,1201,1339
Stx3,765,635,802,860,866,913,1203,1135
Stx4a,179,249,278,320,318,329,215,238
Stx5a,20155,18106,22040,33920,35214,27160,24218,24150
Stx6,10166,21728,22379,10335,10576,10068,8932,9008
Stx7,352,296,326,239,286,244,358,320
Stx8,4266,4797,5158,4890,5131,4515,4864,5405
Stxbp1,844,806,918,922,938,837,964,904
Stxbp4,1145,1137,1330,1280,1162,1103,1359,1427
Stxbp5,962,1041,1082,1737,1951,1979,1348,1396
Stxbp6,2,2,1,0,4,2,2,5
Styx,1368,1344,1696,872,764,739,1034,1002
Styxl1,547,429,545,358,316,363,326,263
Sub1,6129,4255,5281,3519,3121,3489,6092,6155
Sucla2,971,1020,1104,446,415,392,902,921
Suclg1,2294,1737,1739,6181,6306,5762,3352,3160
Suclg2,307,410,504,534,497,634,283,404
Suco,2068,2364,2586,2781,2668,2812,2743,2541
Suds3,7488,9911,10141,9766,9825,9985,9807,9275
Sufu,2350,2455,2736,1512,1508,1298,1588,1655
Sugp2,330,231,237,403,394,354,383,478
Sugt1,47,50,56,82,87,107,80,120
Sulf2,133,101,121,122,140,145,137,213
Sult1a1,38,12,20,197,203,165,34,26
Sult5a1,27,23,21,11,10,8,15,20
Sumf1,1204,1408,1500,1369,1244,1086,1272,1256
Sumf2,926,658,758,1346,1387,1224,1425,1351
Sumo1,644,708,775,651,647,678,848,746
Sumo3,2207,2181,2336,2143,2075,2027,2545,2479
Sun2,1350,817,891,1210,1270,1372,1751,1828
Supt16,45,20,13,29,27,43,9,9
Supt20,1641,1453,1670,1209,1139,1081,1159,1238
Supt3,10,33,45,13,15,32,47,24
Supt4a,1270,1279,1407,1230,1273,1106,1435,1411
Supt7l,38,14,21,96,107,93,32,48
Supv3l1,4205,3808,3991,12130,11880,12952,7349,7261
Surf1,3689,2831,3270,3345,3355,2493,3193,3703
Surf4,1236,1267,1297,1307,1237,1315,1130,988
Surf6,0,5,5,1,1,3,2,5
Susd1,30,22,23,32,23,36,29,38
Susd2,524,452,425,561,533,506,651,679
Susd3,2245,3074,3396,2340,2219,2281,2252,2081
Susd4,10051,11160,12298,9679,9348,9012,9501,8707
Suv39h1,9696,15262,15284,8351,7845,7926,8332,7543
Suv39h2,13955,18520,19703,25291,27580,28783,19444,15382
Suv420h1,46,78,86,49,49,89,43,47
Suv420h2,470,424,476,482,333,368,367,449
Suz12,357,263,323,204,231,231,257,297
Svep1,1192,1358,1648,991,915,934,976,947
Svil,1305,1429,1674,1485,1602,1738,2310,2917
Svopl,43,31,40,43,37,38,37,38
Swap70,11,11,15,1,3,7,9,4
Swi5,521,384,430,679,570,602,895,952
Swsap1,6710,5790,6804,4981,4636,4587,5513,5343
Swt1,151,150,168,246,190,198,163,154
Syce1,3197,3453,4042,2908,3105,2653,2546,2573
Syce1l,0,0,0,22,16,12,0,0
Syce2,156,155,228,205,161,169,148,204
Sycp2,326,311,378,50,23,73,65,52
Syde2,11,12,9,13,11,7,9,10
Syf2,13333,13501,14656,14629,14692,12893,12662,12230
Sympk,75,43,36,133,117,126,124,232
