Symbols,Healthy_1,Healthy_2,Healthy_3,Healthy_4,Healthy_5,Tumor_1,Tumor_2,Tumor_3,Tumor_4,Tumor_5,Tumor_6,Tumor_7,Tumor_8,Tumor_9,Tumor_10,Tumor_11,Tumor_12,Tumor_13,Tumor_14,Tumor_15
SEPTIN7P13,5.021578087,5.134501062,5.739003581,4.683090447,7.385682971,6.239550899,6.28812599,6.771312162,6.520087188,7.261010338,6.762606145,7.512088791,5.668570118,5.318475427,5.469168345,6.947902071,7.283697021,8.049232626,7.398204857,6.576301968
SEPTIN7P13,4.665099639,4.971956591,5.44466857,4.336164535,6.979339079,5.991795446,6.040106649,6.562521055,6.320738489,7.059107002,6.509770048,7.287254123,5.533765977,5.079094582,5.271789104,6.711649176,7.059183476,7.834200518,7.209383177,6.411235186
SEPTIN9,7.887659215,7.894006185,8.555325327,7.759196323,7.811718084,9.060353818,8.328080487,8.108650195,7.750786637,7.895528122,9.163253537,7.848541681,7.659706092,8.048715654,8.834313402,8.413985929,8.653363746,7.141068241,8.183594651,7.354785154
SERBP1,6.817415994,5.782942746,7.002179918,6.1645763,7.623716692,7.643606947,7.096727462,7.200475287,6.238965459,7.096192947,7.350236762,7.510114366,6.884511006,7.235779233,6.298826595,7.630755286,6.753645926,6.836011863,5.716714427,6.645949931
SERGEF,7.515288718,7.123228049,7.018854301,7.351068984,7.440460636,6.78341934,7.188489769,6.862461464,6.360251361,6.848555716,6.660062386,6.55825661,6.661149389,6.923313592,6.074524035,6.330983963,6.371310188,7.243491472,6.522501232,6.646969253
SERINC2,7.120753323,6.430367716,8.464125651,7.786444119,9.161419506,9.087250876,9.969451611,9.347232103,9.069959408,8.452125031,8.517040764,9.937627383,8.737641098,9.172298388,9.554584621,10.09160564,9.683023989,8.151257071,10.01866487,8.979431244
SERINC4,3.74313952,3.37638935,3.937628887,4.009648209,3.563543144,4.044637547,3.458912426,3.800374487,3.772951792,4.06737048,3.671886313,3.865096294,3.533098039,3.688599364,3.643118998,3.777786512,3.39097939,3.571862737,4.083067379,3.135453775
SERP2,5.873247891,4.907763903,4.776638175,5.339346659,4.682421269,4.84619512,4.941557713,4.237051686,4.808052436,4.986290448,5.823907996,4.928057367,5.318151581,4.799952226,4.509240092,5.09249761,4.47641328,5.009397146,5.084124526,4.689085881
SERPINA1,8.479845192,6.875700717,8.788937951,8.413072026,8.197130802,8.365988069,7.478218349,9.236665145,8.214400763,7.625689747,8.953057317,6.942978386,6.797709096,8.149373179,8.832693387,6.183157643,9.102761278,7.393353177,7.256290634,7.737855864
SERPINA10,4.032712406,3.993598256,3.539577806,3.889355649,3.955458057,3.911831185,3.600127944,3.459183257,3.455550342,4.052356499,3.994690146,3.787520575,3.843056271,3.796522491,3.343608543,3.674918344,3.83518041,3.993598256,3.937578257,4.028683293
SERPINA11,5.446543659,4.458843191,6.76010061,4.747159318,6.822554907,5.599164811,7.287158229,6.616701028,5.01736101,5.828485907,6.081302024,4.743004827,5.042002347,7.273974287,4.629151277,5.27809906,5.275801649,5.890986805,5.112153088,5.694075251
SERPINA12,3.610340011,4.129030128,4.06558217,3.866539221,3.732059083,3.410003763,3.578013444,3.705351506,3.810022256,3.708329599,3.290472631,3.739148793,7.926856695,3.749353645,3.69925258,3.618505276,3.830682814,3.487394815,4.122881574,3.509409351
SERPINA13P,4.488997704,3.819260289,4.371325301,4.81102717,4.401176506,4.303242155,3.930650038,3.74304604,4.150880271,4.568455008,3.858771391,4.347597518,4.142773158,4.026861116,4.212144087,3.793049044,4.024695669,4.33642243,4.435649107,4.326841979
SERPINA2,3.692047004,4.095211683,3.8672142,3.567380225,3.792322425,4.041610777,3.457225153,3.346743047,3.825359552,4.022762479,3.214808372,4.411779277,3.817381765,3.580318475,3.344202737,3.412473252,3.6525442,4.071493418,4.341306672,3.273169001
SERPINA3,8.66227776,5.255626992,10.29425637,9.021903895,10.2757467,10.29575748,11.0067606,11.92030886,6.066491733,7.821510401,11.11340961,5.24549308,6.420719849,10.98828424,9.373256224,8.459272092,8.162455373,7.422049831,6.319719608,7.793654694
SERPINA4,4.351757487,4.417860713,4.060033513,3.633378787,3.97833553,4.11695391,3.948387533,3.877035145,4.037743302,4.027078962,4.251353424,3.975767393,4.38010911,3.991473917,4.220488548,3.801697282,3.895926992,4.082559285,4.464891733,3.921052811
SERPINA6,4.194781373,3.655457926,3.652533816,4.13068884,4.768452779,7.134038857,3.43028664,3.858354689,3.245789249,4.42610195,6.111117171,3.653109783,3.177109767,3.073305368,3.120064266,3.934031626,3.452926674,3.866691563,3.630117581,3.823116425
SERPINA9,4.062042654,4.394340281,3.785658571,4.179809492,3.638076953,3.804158577,3.797485702,3.590671475,3.762501334,4.058427807,3.431419049,4.356987986,4.317840618,3.849108651,3.933239298,3.597771763,3.795271821,4.182351685,4.6696895,3.829077782
SERPINB10,2.89468297,3.392968283,2.649391477,3.637128853,3.185733758,3.54426952,2.866017391,2.511270985,3.157733097,3.40815243,2.83942293,3.553724369,3.497906547,2.954382679,2.843167709,3.159682011,5.699715963,3.681124385,2.873716012,2.908221139
SERPINB11,2.500482586,3.44297962,2.309739382,2.95336204,2.983921123,2.593706036,2.558671519,2.36654452,2.618314014,2.380755337,2.444557229,2.579889692,2.505660217,2.998072161,2.712535492,2.450148223,2.512272427,2.444815013,3.337151209,2.897809715
SERPINB12,2.306462566,2.741887791,2.475664776,2.61285889,2.437105791,2.753907338,2.182846251,2.022396272,2.443032975,2.753463491,2.026861288,2.645181086,6.36576976,2.426370011,2.342884926,2.291367174,2.279300146,2.426108789,2.426108789,2.193930724
SERPINB13,3.424548431,3.396384125,4.029434135,3.329096629,3.683456419,3.213909805,3.3644608,3.349490942,3.319962531,3.517636534,3.40490541,3.617471921,4.699720335,3.010582023,3.204682236,3.202355425,3.351441554,3.465405128,3.218637495,3.388510377
SERPINB2,3.831008653,3.901145829,3.528214919,4.525201828,3.798922383,3.620913559,3.111239659,3.114572556,3.33749682,3.174160651,2.91700164,3.343087198,7.86310799,3.246725648,3.918085898,3.401125646,6.484993136,5.611780741,3.596044259,3.49287364
SERPINB3,2.269457094,2.492241655,2.868826752,2.638649037,2.933877638,2.66873886,2.701818566,2.278544519,2.350211338,2.150587663,1.995209191,2.296015788,3.633620562,2.291130242,2.222031941,2.21161756,2.512230272,2.638649037,3.356933346,2.183077623
SERPINB5,4.97832902,3.465187935,6.020930553,4.799301767,6.111127491,5.158835969,4.973027214,6.106474739,3.148452633,3.297672418,2.812571415,4.904649079,7.979473477,5.882773756,3.292983901,3.127243881,7.230310565,9.919352676,3.532834061,4.743141965
SERPINB7,2.974727526,3.185525378,3.428576122,3.168281059,2.830160775,3.133349882,3.192702566,3.077229096,2.916238857,3.632561927,3.029118471,3.052631385,6.492434581,3.253213562,3.055933348,3.107014125,4.028553213,3.806908599,3.116469262,3.153289267
SERPINB8,6.024267693,6.128840742,5.401639863,6.155949525,5.864823873,4.903916405,6.073544203,6.264991904,6.646136476,6.278792688,5.634161796,5.663166509,6.632888563,5.994473749,5.873415919,5.603337054,6.642621757,6.275547006,6.723550321,5.821243084
SERPINC1,3.926064096,4.226121549,3.469660464,4.485218991,4.14143319,3.701676967,3.636380698,3.469404783,3.512469296,3.709426372,3.565488291,3.613420325,4.135739542,3.607629645,3.891560233,3.448603889,3.324847897,3.785784398,3.94161736,3.941773647
SERPINF1,10.84778443,10.866862,9.634851149,10.84260442,9.638777945,8.078582979,10.1269811,9.58239363,11.44547552,10.77727798,7.262083325,9.568465454,10.13126445,10.6658458,9.6357199,8.445241094,9.36996858,8.984257554,10.46354175,10.02091659
SERPINF2,5.22552047,5.152878333,6.020173219,5.861557482,5.867989862,7.798087175,5.245929328,6.047852178,5.929959515,5.424903238,5.839138059,5.223910808,5.059165772,5.893369185,5.642630771,5.114412693,5.562944681,5.990770553,4.756252571,5.446387103
SERPING1,10.25184028,11.41997885,9.620429325,10.18016914,10.38724439,7.27658586,10.7774774,10.02622378,11.49320226,10.92640184,7.408786769,9.879887345,9.831479568,10.67702963,9.827915484,8.103267629,9.904196862,9.584554495,10.25094729,9.862902457
SERPINH1,9.200785673,8.852728371,8.466908781,9.059336723,7.132834108,7.555034298,9.336417369,8.603451768,9.948316331,9.113308713,8.135185287,8.941498582,8.94804665,9.789185465,8.220921344,8.890834766,9.926841122,9.018423629,9.56708593,9.481252231
SERTAD1,6.492543575,7.260709248,6.071971037,6.460130963,6.191838401,6.281070499,6.338714794,6.162426866,7.449063818,7.415071026,6.163201246,6.885344394,7.344756392,7.908101238,6.359701133,6.440822202,6.670606462,6.267961029,7.344957357,6.242603114
SERTAD3,5.712762397,6.385462016,6.345052205,6.163414253,6.880770193,6.748580685,6.688487494,5.988040085,6.456003862,6.708188913,6.765929643,6.545439113,5.803127874,6.731847299,6.968079668,7.028017315,6.761146078,5.426962505,6.013517903,6.442677932
SERTAD4,5.549851537,5.50953329,6.703183568,5.690283635,7.830327645,7.389024468,7.74464577,7.620176276,6.562253652,6.357232719,7.11371636,7.021580058,6.930955845,7.244421964,7.298230896,7.36416171,4.631303699,6.971984315,7.757801034,7.302222487
SERTM1,5.169955637,5.348972501,5.367990191,5.57550543,5.575271536,4.903562174,4.944735019,4.400877999,5.129135348,4.87452513,4.708106888,5.150630481,5.05413208,4.981342886,5.323226026,4.677266356,4.790156853,5.804039708,5.409632794,5.118699326
SESN2,6.753156145,6.696831053,6.754499003,6.977113325,6.797525389,6.578011837,6.565356422,5.942650817,6.843801118,5.9268477,6.505791126,6.341239521,6.029793899,6.627525626,7.42781429,7.365674875,6.655093857,6.858022479,7.132410836,6.016708518
SESN3,8.466749809,8.624160698,9.172611934,8.366531776,8.468003325,5.272914981,8.194278384,8.768206222,7.670954021,7.090697336,8.892923925,5.637284956,7.960132075,8.745596828,6.784424174,7.073549501,7.505889938,8.390189974,7.058965717,7.899863106
SETBP1,7.240170651,6.991578134,7.599736596,7.115157296,7.036487013,7.139524595,6.975866416,7.655530838,7.01537158,6.944672909,6.88499348,6.563684138,7.214453687,7.994528878,6.173476469,6.332837953,6.498894236,6.951696366,6.175103186,6.516435689
SETD1A,6.932889265,7.055048057,7.052087355,6.865135975,6.943135676,6.866128529,7.180242259,6.894430983,7.422388694,7.023704176,7.357486079,7.075103026,6.795698473,7.075284204,7.054948859,6.903499318,7.264311371,6.843330222,7.089376601,6.819459454
SETD1B,7.297127901,7.402760548,7.690073404,7.24806394,7.023422923,7.644424861,7.239331989,7.237634338,7.726387504,7.319636599,7.431666805,7.114175416,7.096023905,7.403140233,6.810114834,7.971389979,7.375617845,7.283479082,7.274885262,7.297419343
SETD3,8.304791203,8.084447542,7.919191531,8.325687258,7.588628377,7.306832501,7.739412899,7.538912308,7.398979568,7.219598122,7.737937315,6.605473776,7.632775761,7.849508326,7.727585645,7.286579939,7.793756045,7.840441526,6.834295698,7.079232941
SETD6,6.322521263,5.931109774,6.844006533,6.380027791,6.542867171,6.724946746,6.307625778,6.673850791,6.404300364,6.404103646,6.976358041,6.323174133,6.421211129,6.384769696,6.470459105,7.639906726,6.619602562,6.783819921,6.609507233,6.572241925
SETDB1,7.125432962,7.031319078,7.393276575,6.806340733,6.696047058,7.819357949,7.886943853,7.615732288,7.379424339,7.141406522,7.821229517,5.97706461,6.499840535,7.280078831,7.350262914,7.493276758,8.837635786,7.870912294,7.00930976,7.265627521
SETDB2,6.822814723,7.054500387,6.469070727,6.127507075,7.455943037,5.705318254,5.898684495,6.782513483,6.320769325,6.556004758,6.271999988,5.636237684,6.257335384,6.45367496,6.295734902,6.348133354,6.322643351,5.939595507,5.966031979,6.453584619
SEZ6,5.231352137,5.286564075,4.765642709,5.070969608,5.091690644,4.694280694,4.489308499,4.701065733,4.938878701,4.881750676,4.804101249,4.881716125,4.630858673,4.870058993,5.056633639,4.656369745,4.523731117,5.229330224,5.226935108,4.823044093
SEZ6L2,6.025245037,5.779646809,6.718542735,5.501463584,6.018835002,7.557026961,6.898911516,7.197958295,6.783497805,6.628134366,6.703929017,6.884508044,6.04240525,7.127491417,7.812116962,7.390427653,8.789237602,5.652697233,6.839518735,6.639157681
SF1,8.413756587,8.966829472,9.280583202,8.613405796,9.566780135,8.994470222,8.638075237,8.987657976,9.482028552,9.269869326,9.096058115,9.34886474,9.03548493,9.258168227,8.987085649,8.448280356,8.948262228,9.205825873,9.43097412,9.048916147
SF3A2,8.409414064,9.001374768,9.116219584,8.870080329,7.925224717,7.972310109,8.41529613,8.743017672,8.68869221,8.149932726,8.919285824,8.363109292,8.734670802,8.480547316,8.873390361,8.163449277,8.476654406,8.973755086,8.605584708,8.37231159
SF3A3,8.762699117,8.068514168,8.839273477,8.701039344,8.267729716,8.679806639,8.668612605,8.945693874,8.618330572,8.477773068,9.035509151,7.597867649,8.478099036,8.611496987,8.856139287,9.478438632,9.669173215,8.857487318,7.623555667,8.476219599
SF3B2,8.95756493,8.59759376,9.151564949,8.879631866,7.428818302,8.39778099,9.040627564,9.161906018,8.978069211,8.846905667,9.422553742,8.032012593,8.741555274,8.651967325,9.217496601,10.50718976,9.5580856,9.255075093,8.201236094,8.419223112
SF3B3,8.500876656,8.496370353,9.472509659,8.419368529,8.19165063,9.413877918,9.218060107,9.314722954,9.021868445,9.175719267,9.860410302,8.723167245,8.817904107,9.441576839,9.052026194,9.729592854,10.59517313,9.551625737,8.754864454,9.109577398
SF3B4,7.374572184,7.263617371,6.920425894,7.193858159,7.397866175,7.696745382,8.142676145,7.303449887,7.546406946,7.59650514,7.303761519,7.900936102,7.366194995,7.277121301,7.645991432,7.545267555,7.826232981,7.726876532,8.165783165,7.274907211
SFMBT2,7.219599803,7.065438101,7.467720695,6.897057825,7.19991895,5.90239892,7.467513528,7.381451973,7.662485866,8.177808261,7.368838666,6.674959847,6.723772757,7.221003828,7.927797732,6.929956368,7.688419486,6.647574204,7.384027058,7.372069376
SFN,7.728779537,6.973915068,8.233051409,7.515941047,7.225028293,8.862099284,8.503309292,8.867499538,7.87333334,7.720983281,8.186429986,7.792620697,11.66821586,8.452203425,8.719805973,9.236678166,9.595425549,9.776875331,7.465623169,8.473144989
SFPQ,8.827379126,8.861874116,9.529462301,8.644545563,9.515397226,9.605878426,9.659962815,9.859378247,9.576647855,9.752674021,10.16864599,9.518290065,9.96105236,9.837941117,9.43373949,10.06428253,9.344747192,9.710893533,9.727946585,9.877529255
SFR1,3.978206948,4.71575923,4.040864884,3.813758981,3.675139442,4.285192265,3.416973217,4.445260681,4.180225639,4.657164869,5.007220726,4.026587828,4.430047908,4.577710141,3.801484171,4.647997962,3.481401219,3.274030613,4.082788511,4.147027836
SFRP5,6.064171245,6.110519771,5.838689709,5.84763718,6.011297426,5.787685221,5.38499687,5.564150589,5.436129206,5.209214312,5.185042922,5.942485756,5.898719535,5.165154193,4.994562747,5.155472132,5.348792805,5.739188823,5.785363824,6.064991048
SFSWAP,7.608627024,7.779387847,8.136853957,7.448089145,7.465597283,8.004794601,7.809315845,8.349377023,8.125521634,8.305821977,8.224302003,7.302606989,8.385363755,8.317587183,7.822586315,8.541120121,8.199208305,8.007257911,7.996859444,8.77590253
SFT2D2,7.422273624,7.336269807,8.227019629,7.13938893,8.28942662,7.712924512,8.485896798,8.809409073,9.038604922,8.071589616,8.357474279,7.731213212,8.174534701,8.153492576,8.00893527,7.937173161,9.404259067,9.426848846,8.550689008,8.135583796
SFTPD,5.837882289,5.959868361,5.385361358,5.355472433,5.103030111,6.035634044,5.943846035,5.47278236,6.09615037,5.713529743,4.986198611,5.879142692,6.195955088,5.389568549,5.066120076,5.780824383,5.791793941,5.003976388,5.790213259,5.742046417
SFXN2,5.573651675,5.996513547,6.578919304,5.149395685,6.216342288,8.483691944,6.114867927,6.576540387,5.200114042,6.027541815,7.333472491,6.448908095,5.663661657,7.05115979,7.610907396,7.154235392,6.072427765,5.855294755,6.193621693,5.5134971
SFXN3,7.58506556,7.550157817,6.933067795,7.68782124,7.239592676,7.989934585,7.821555369,7.953630584,8.308118097,7.442494204,8.66547749,7.741943517,7.142124687,7.621096157,7.83107589,8.071214595,7.855791078,6.992529953,8.274921923,7.578757878
SFXN4,6.649559907,6.424609154,6.550919489,6.724394734,7.127675031,7.343637433,6.815463508,6.505977455,5.599667091,6.925947403,7.524611559,6.394927566,6.073492218,6.321059501,6.060835767,6.728195782,6.04223225,6.380221908,6.096784357,6.655136907
SGCA,5.591416757,5.708639715,5.387027701,5.524957666,5.496273602,5.503246567,5.028872252,5.132380045,5.616833108,4.972213107,5.108502845,5.608329434,5.489087529,5.027685776,5.242841017,5.105675322,4.901413783,5.991876015,5.782571211,4.999450445
SGCG,4.959619551,5.961015373,3.807322014,4.808940518,3.633836156,3.835386099,3.551364395,3.236468597,3.216624768,3.720669467,3.364866212,3.699687679,3.398867215,3.606043643,3.660386338,6.511026035,3.252574328,3.749332962,3.608480026,3.267171153
SGF29,7.814958796,7.783672884,7.709397749,7.960270522,7.05943155,7.965437151,8.044091696,7.934630491,7.86845393,7.848770791,8.975667381,6.976335672,7.982785135,7.249626635,8.771984224,8.735746927,8.930967854,8.137883882,7.481385529,7.893834017
SGIP1,4.770635627,4.193343776,4.475242756,4.471279583,4.536138441,4.060061154,5.409387432,5.069790029,7.010173776,6.943695404,4.229187775,5.671609615,6.366346172,6.981686582,4.793756326,3.702087664,4.304210361,5.197310021,5.906635519,6.899320141
SGMS1,7.718842393,8.104145258,7.023888426,7.463863014,7.602883128,7.147882216,7.662387906,7.697156379,7.020878354,6.947006368,6.853546487,7.677655467,7.157148227,7.340394245,6.802451553,6.236579196,6.840852984,6.226481782,6.704805588,6.579523483
SGPL1,7.998234459,8.84867753,8.410754981,8.010790334,8.664406038,10.0669349,9.42420321,9.337251053,8.986263507,9.512514616,8.360779185,8.842051238,9.074842454,9.013639882,8.784710364,8.763259714,9.085125743,8.132520224,9.703208902,8.776329916
SGPP1,7.136243104,6.854606303,6.614676663,7.308916145,7.208731547,6.467583863,6.984528749,7.061320706,7.59227335,6.777024953,5.92692643,6.950678192,6.826731728,6.785256071,7.508236645,6.896851958,6.785477653,6.832283359,7.039179889,6.931616861
SGSH,6.899574317,6.925685479,7.27743369,6.763449304,7.05566663,7.57529274,7.176470147,7.680679061,7.391776838,7.0417511,6.880254459,7.086403676,6.687022053,7.200522755,8.286635051,7.472124231,7.561623022,7.013843879,7.553293633,6.498229104
SGSM2,6.942409577,6.94677147,7.5446877,6.964531895,7.142958058,7.451393337,6.723501441,7.487616659,6.905272074,6.877327993,7.279346241,7.352236465,6.605015476,6.942262905,7.398552814,6.793390684,7.582977426,7.073710855,6.992916308,6.995839467
SGTA,7.862045346,7.3886498,7.920825205,7.796535241,6.647550176,7.416477009,7.647817062,7.694975788,7.643827157,7.223057876,8.042554732,7.597791194,7.325540493,7.42425889,7.881867533,7.684179431,7.561831774,7.96902661,7.248692714,7.239752146
SH2B1,6.34589329,6.289916773,6.543297595,6.490785788,6.541409168,6.23107014,6.626560631,6.362302684,6.549162523,6.330080225,6.175923287,6.55937232,6.381485016,6.426805929,6.426989683,6.290446285,6.404972572,6.668423058,7.023058972,5.890647719
SH2B3,7.431849687,7.986962522,7.186612747,7.637930716,7.034564277,7.818466053,7.017488039,6.917338352,7.92929934,7.209050209,6.494913672,6.843818745,6.913773053,6.801338536,7.333075412,6.896054035,7.108506633,7.046330931,7.325787764,6.893647678
SH2D1B,3.002866905,3.182482562,3.589080061,3.109052443,3.275907464,3.008669408,3.064127934,2.665392281,2.931255873,3.003366427,2.797417721,3.160282283,3.221637618,2.892538054,3.302485325,3.041676145,3.726456751,2.883519339,3.608101486,2.761559472
SH2D2A,6.071017274,5.766455196,5.963170056,6.345825586,4.859748353,5.718078475,5.727086245,5.773358986,6.705079036,6.341422298,5.190689748,5.77080198,5.772288685,5.377572959,6.740321597,5.252367631,6.515912256,6.499993347,5.73627451,5.844990161
SH2D3A,5.101342462,5.775896067,6.043906605,5.341590734,6.043868791,5.629414722,5.490553198,5.732789064,5.49865429,5.695500593,6.106451591,6.706812548,5.661216158,5.630409575,5.947706536,5.684945165,6.419747743,5.865534177,5.92107039,5.305430772
SH2D4B,4.306146361,4.884247511,4.370651844,3.972188487,4.263349733,4.235044548,4.175158025,4.010848381,4.199871451,4.055653146,4.092477244,4.704833199,4.169520952,4.063493713,3.984400298,3.990270506,4.092971055,4.780126334,4.72385406,4.624458756
SH2D5,4.387731195,4.629069089,4.554660878,4.751996143,4.546430337,4.462948173,4.27289424,3.763931148,4.824804693,4.17345189,4.085742326,4.717516681,4.344826941,4.103434016,4.270245982,4.018980634,4.288593945,4.782933728,4.376089705,4.459547654
SH2D7,3.846413261,3.725485432,3.580519023,4.129495519,3.535170179,3.72057123,3.494431018,3.150705467,3.646867416,3.203115689,2.748122312,4.072999206,3.803826826,3.330871625,3.425823911,3.339486865,3.537344402,3.783572204,4.12174793,3.572470345
SH3BGRL3,8.481788206,8.86583427,7.79181528,8.651794522,8.335835038,8.682900317,8.093634421,7.970599767,9.13820717,8.532653016,7.762580714,8.50258742,8.331736422,8.059422874,8.565003475,8.100167896,8.031815334,8.948790832,8.56692999,8.357862837
SH3BP5L,7.187299922,7.124239051,7.415738747,6.870231707,6.553350858,7.711326719,7.737952169,7.183903542,7.41067594,7.116399536,7.531589745,7.274879616,7.201157522,6.641901957,7.648630866,7.778535634,7.933806884,7.965105719,8.027805448,7.242810189
SH3D21,5.465340727,6.003839182,6.34228171,5.827983918,5.857455461,6.009083906,5.731359742,6.845611558,5.959662916,6.223561862,8.29230367,6.061725861,5.896748733,6.679891262,6.995985082,7.33097735,6.821731432,6.057043478,5.62813292,6.763672081
SH3GL1,8.453064323,8.477022994,8.479655785,8.571223103,7.221869193,8.406778103,8.415042597,8.205854772,8.863845706,8.113577459,8.420734846,8.179119983,8.372070495,8.34813949,8.059501186,8.491864158,8.362208848,9.084290653,8.719662107,8.117027644
SH3GL3,3.550335419,3.971835124,3.724647046,4.27574623,3.428098948,3.768364367,3.487267686,3.224033126,3.339576761,3.370685062,3.566761537,3.958304868,3.542490644,3.564212118,3.334536235,3.358935866,3.302583281,4.036038885,3.507661708,3.427784907
SH3GLB1,9.85403071,9.559729421,8.745826467,9.729945926,8.754621103,8.585649031,8.89021542,8.775390842,8.428249091,8.540056259,8.732455404,8.467973272,8.603086627,8.779875903,7.943647449,9.002978324,7.929129119,7.675374314,8.082690614,7.994215615
SH3PXD2A,7.485654413,7.480081073,7.567355267,7.500363815,6.951446906,7.044569174,7.691858902,7.138658626,8.319327739,7.615515556,7.034547461,7.831851263,7.958027425,7.938989749,6.484565174,6.495334999,6.739460851,5.912200504,7.816337096,7.333802022
SHANK1,5.050083506,5.328828658,5.165094961,5.160364351,5.035454743,4.720519316,5.134855895,4.501255645,5.371328933,5.065085998,4.303205245,4.729968608,5.043171317,5.010333641,4.604241632,4.598488313,4.768755471,4.790081448,5.164273942,5.280930604
SHANK2,6.316871695,5.251284225,8.150717821,6.446536161,6.960397981,7.324377871,6.993380511,7.59943963,6.6454984,7.70223587,6.297389127,6.724303149,6.209143311,7.095800045,7.788660228,9.99210147,7.100657896,8.027833927,7.025022544,6.846205333
SHANK2-AS3,6.256736615,5.968909347,6.013779042,6.315278796,5.943755731,6.024893933,6.056549959,5.8112881,5.9428707,6.131407868,5.693395271,6.391836801,6.216600318,6.016835797,6.072060912,6.475454837,5.754930275,5.533691297,5.922087674,6.166047169
SHBG,4.840364809,4.44454434,4.603412833,4.853893769,4.645240182,4.836692776,4.033635441,3.78827583,4.715681943,4.179866315,3.765786177,4.64005709,4.489813128,4.082096766,4.677631939,4.147818586,4.776412838,4.414244203,4.181194931,4.226949092
SHC1,8.441346479,8.40871251,8.512334629,8.770303261,8.19532457,8.465763242,8.618172264,8.25963252,8.680309074,7.898864043,8.053767831,8.349319528,8.228860082,8.407136775,8.571884459,8.52929549,8.21477302,8.293413081,9.072165821,8.363086011
SHC2,5.972992136,6.344570239,6.302290056,6.391560097,6.200976568,6.609235,5.963883294,6.040873936,6.362500393,5.989506814,6.206861723,6.155733916,6.134245924,5.850603003,5.574263628,5.06409301,4.944379522,5.394977814,6.448509718,5.8680145
SHC4,4.251701741,3.399861475,6.272269181,3.85632743,4.748822375,3.999442344,4.447189118,6.603208217,3.539486374,4.026280902,3.134306912,3.354194288,3.636934889,5.862167437,3.337505582,3.142926994,3.735804682,4.063654134,3.115441096,5.061730047
SHCBP1,4.785135402,5.067947753,4.903741018,4.424400294,4.434865243,6.422642654,6.24015799,5.359778359,5.240600682,5.49458553,6.654560922,6.30083805,5.833013373,5.396967198,6.283864047,7.694037598,7.891305263,6.386776132,6.441709757,6.383616594
SHCBP1L,2.639703746,2.671302802,2.523016784,2.797180033,2.653299606,2.465625031,2.572496604,2.53690509,2.459353434,2.382249324,2.335522286,2.395545696,2.469135877,2.473792301,2.724543205,2.249992443,2.331406228,2.675305524,2.545755186,2.305996171
SHD,5.649123961,5.963511733,5.536464766,5.645781645,5.488636297,5.416087412,5.142482408,5.278853969,5.375718388,5.331533581,4.790358561,5.900643399,5.565255277,5.057251755,5.544340467,4.965747312,4.970195155,5.493992208,5.14991637,5.340378681
SHE,7.255969842,7.346645421,6.906500324,7.291098526,6.71280427,6.315450037,6.258809854,6.206132963,6.563663451,6.445560746,6.456369668,6.443318449,6.961102257,6.222409842,5.72786007,5.966318362,5.531949103,6.435982269,6.313811819,5.797807371
SHF,5.888333091,5.960227221,6.142132665,6.276104462,5.838851365,5.659945344,5.788443319,5.775886506,5.852756128,5.614464996,5.251685672,5.455325008,5.969152249,6.204895778,5.551289139,4.777858976,5.824171187,5.624381557,6.039222414,5.651583422
SHFL,6.759228428,6.845523903,6.673654063,6.792893194,6.658833071,6.216763994,6.706215794,6.835430352,7.389529377,6.738021751,6.468335024,6.457921245,6.963744942,6.973148545,6.618152961,7.078509246,7.335202718,6.383606598,6.948898077,6.595817808
SHISA2,6.008154973,6.853570737,6.238317076,6.603717372,7.735015077,7.4173938,8.581989901,7.705561276,7.802287623,8.313824823,5.499107202,6.548971308,6.397577542,8.516593992,7.135771036,6.169315289,6.302382416,6.559310544,7.275066872,8.550041379
SHISA4,6.478085031,6.903686024,6.861905162,6.537483594,6.615733604,7.46219222,6.890313735,6.482248794,7.198323743,7.182552293,6.245211104,6.212138338,6.392118096,7.096478063,6.306501978,6.888756688,6.293884527,6.010097021,7.13559578,6.558988203
SHISA6,5.225095892,5.471668249,5.837188591,5.621470285,6.297178412,5.205128542,5.980507936,5.216904939,5.938219292,6.232100476,4.77648156,5.631856459,6.002063669,5.493767881,5.273649812,4.816853542,4.628984356,5.513339534,5.996898005,5.984976584
SHISA6,4.437797293,4.670663282,5.375497882,4.174604086,5.832763624,3.985903287,5.595793652,4.619329526,5.116211205,5.774874395,4.427948007,5.69673059,5.319583093,6.007240917,4.492529644,4.072734347,4.121524725,4.78620726,5.430964596,5.222805378
SHISA7,4.247243172,3.989883633,3.970767957,4.421658236,3.927285956,4.211518067,4.16243788,3.837459889,4.485722009,3.774953293,3.728278119,4.436738485,4.374703006,4.063914139,4.257887737,3.921770309,3.98996972,4.577175435,4.576757115,3.916125198
SHISA7,7.403816424,7.981297767,7.507687706,7.600994091,7.874489305,6.982167742,6.753012121,6.96252677,7.40857335,6.717926841,6.819497249,7.028124053,7.093819244,7.008692229,7.373111829,6.473693861,6.310560489,8.094658345,6.884089381,7.02917691
SHISA9,6.256662885,6.715321651,6.248572922,5.853001371,6.586768314,5.873663527,6.947390092,6.033032083,6.236941647,5.874766066,5.906126666,7.383551297,6.177960961,6.918963462,7.512026295,5.999484364,5.40838725,6.005854396,6.542662656,7.548862768
