Symbols,Healthy_1,Healthy_2,Healthy_3,Healthy_4,Healthy_5,Tumor_1,Tumor_2,Tumor_3,Tumor_4,Tumor_5,Tumor_6,Tumor_7,Tumor_8,Tumor_9,Tumor_10,Tumor_11,Tumor_12,Tumor_13,Tumor_14,Tumor_15
SHISAL2A,4.207660921,5.175830611,4.830572775,5.052619414,4.593608124,4.216170176,4.64811859,4.781934334,4.605899396,4.566279073,4.277417533,4.749980637,4.647111986,4.213161079,5.360025854,4.096595372,4.859524351,4.941277958,4.644962135,4.468059174
SHKBP1,7.143531965,8.010806086,7.041786078,7.154964506,6.988833384,7.44858305,7.461392173,6.941640152,7.798037197,7.524991918,7.546543485,7.899039909,6.928281934,6.825963527,7.522746307,7.642218096,8.224140059,7.875494604,7.28358465,6.930784678
SHLD2,7.220668808,6.987140338,7.068930155,6.976367741,7.633613412,7.368499266,6.800837865,6.498224667,7.045999649,6.984810259,6.942775148,7.67016197,6.454592928,7.169626761,6.718309452,7.045224636,6.04574873,6.278155752,6.531728412,6.62801034
SHMT1,6.703809191,7.508185648,6.642706944,6.502048983,6.127717351,5.951296418,5.920630353,6.40857465,4.948894916,5.776698658,6.485826077,6.19680706,6.042687459,5.934663286,6.20805094,7.130606833,6.437617587,6.338292786,6.211314272,5.613294174
SHMT2,8.114406979,7.661035689,8.380899255,8.175215891,7.269210775,8.460182521,8.698802737,8.29893502,8.852491693,7.51125477,8.500550117,9.448801885,7.7077062,8.159041979,9.108095664,9.698717616,9.483390829,9.000688291,9.085065886,8.276390255
SHOC2,8.916862178,8.371632594,8.49295913,8.753242158,9.336480674,9.218641601,9.052808717,9.244384177,8.679998174,8.772507953,8.981919981,8.984752156,8.653067629,9.49102806,8.885030412,9.778739634,7.786828797,7.723054965,7.894410778,8.777262613
SHTN1,7.082407157,7.348200387,6.731963201,7.273749118,6.942419666,8.194464801,8.22744789,7.808405025,7.465968573,7.203127482,8.202860492,6.36093901,7.214906932,7.710682945,7.642272411,8.572433071,6.856480606,7.416644656,7.296202645,7.515942269
SIAE,7.338173144,7.674600521,7.494925368,7.35138499,7.21639202,6.959449652,7.599939091,7.783612567,7.086605154,5.572734315,6.397084261,6.046885206,6.882404786,7.411613154,7.308940144,6.67611452,7.276711919,6.841541016,6.394819621,6.393247434
SIAH1,6.648923241,6.040685977,6.508055563,6.074467373,7.11510098,7.150950239,6.410361805,6.380822889,6.9374485,6.703122095,6.32109292,6.784906202,7.055764922,6.997890488,6.335408556,7.243904529,6.278466646,5.758640208,7.60094591,6.92735325
SIAH3,4.732977205,5.123957097,4.943727839,5.016495673,5.015370295,4.72330001,4.190947939,4.863185889,4.988041814,4.444307078,4.625325305,4.340617854,4.649667641,4.748062291,4.995644909,4.402128105,4.351014914,5.457510786,5.046366196,4.597658826
SIDT2,8.838566118,9.156502233,8.33949699,8.886199709,7.943813681,8.577222797,7.924430927,8.309922509,8.783518639,8.212438969,8.754094239,8.08724377,7.695028022,8.222262588,8.589404515,8.675027224,8.148135002,7.794714576,8.274606786,8.298393208
SIGIRR,6.479422011,6.607553359,7.098448556,6.651986649,6.684678244,7.209633991,7.007451282,6.87604556,6.905636095,6.59690105,7.756643524,6.664858567,6.95890184,6.71386376,7.453675246,8.19036571,7.113565721,7.1060496,7.035966867,7.01448068
SIGLEC10,5.436593276,5.073436808,5.738182611,5.267028078,5.304244135,5.290799177,5.550613406,5.312809121,6.37685151,6.266000893,3.953053671,5.87749485,5.857027787,5.156908228,6.897277798,4.85755365,7.007878367,5.39499319,6.522090735,5.426660809
SIGLEC11,5.34842147,5.469908018,4.559957186,4.559626469,4.056995214,4.062897179,4.436482723,4.162593531,4.817967164,4.603883536,4.547947967,4.891083728,5.044308262,3.781829205,4.57916385,4.586090732,4.944038999,3.963964819,4.547348069,5.075443086
SIGLEC12,5.767913733,5.52737562,5.526851411,5.908790781,5.710141613,5.426277558,5.052481917,5.02946933,5.446251882,5.764347594,5.024779497,5.940766582,5.222722811,5.081970277,5.217950352,5.174443357,4.830618608,5.145951793,5.778880505,5.655646835
SIGLEC14,5.057588176,5.682923403,5.070297942,4.979939338,5.192810499,5.057542477,6.146101843,4.973926643,5.711530595,5.495717712,5.025385228,5.022322721,5.820869778,5.046158497,5.868897883,5.331020839,5.763480034,5.949246353,5.526500592,4.554736478
SIGLEC15,4.926971404,5.037939167,5.376398041,5.351805648,5.563322326,4.916912147,5.468045944,5.352347085,5.495938658,5.224512451,4.734642362,5.160264161,4.926807723,4.937173709,5.994363972,5.089500471,4.528631852,5.267434272,5.372535665,4.755276418
SIGLEC16,5.301057257,5.19264058,4.669035214,5.464250616,3.756286683,4.620074434,4.744545554,4.634653773,5.005331414,5.003625929,4.49378871,4.725737721,4.683369157,4.492620734,5.121174022,4.602077982,4.787041651,5.788475343,5.290836633,4.243544856
SIGLEC17P,3.848907284,5.026638377,3.820020544,4.631912498,3.483128688,4.101217586,4.246162934,4.001741838,4.806531201,3.978001008,3.601971346,4.24625553,4.105102643,5.055200709,3.913766143,3.220498303,3.559189765,4.096113064,4.044647915,3.534581207
SIGLEC5,5.617145271,4.614851808,5.242444968,5.875609854,5.049268443,4.771179326,5.448012706,4.712067852,4.994363215,5.46956063,4.983374066,5.913337788,5.542012355,4.730515984,5.404492397,4.923297826,6.241969016,5.00068563,5.607573812,5.593295361
SIGLEC6,5.078462504,5.273035856,5.295420271,5.214165021,5.40131967,5.141127951,5.000063253,4.613311007,5.589044979,5.266314286,4.547762236,4.885450784,5.29695651,5.264283346,4.726193973,4.339196544,4.534192895,4.976756268,5.369967408,5.053931704
SIGLEC7,5.591081733,6.173490536,5.517232433,5.70782625,4.982461594,4.857657231,5.280919869,4.947735665,5.778695075,5.559379015,4.782236157,5.137932989,5.458140549,5.182107257,5.913649084,5.279872291,6.24149555,5.254105084,5.654761385,5.298203771
SIGLEC8,4.757328308,5.244818688,5.365477808,5.337364347,5.321753455,5.135404232,5.517788548,5.023353872,5.812576672,5.530322395,4.822841662,6.4266551,5.599302772,5.364768748,5.868676735,5.121418947,5.495343836,5.189902347,6.183376051,5.423916061
SIGLEC9,5.692194009,6.813493606,4.796291953,6.117177244,4.967866386,5.209185812,5.686700661,4.682415367,6.140415684,6.026012698,4.534286565,6.199386788,5.600432449,5.418727627,6.541633575,5.17964555,7.153242708,5.581440243,6.306586441,5.791488005
SIGLECL1,3.328709134,3.556942823,2.927312288,3.319033814,3.077695338,3.365672807,2.786734424,3.143590909,3.01154788,3.171615981,2.774890156,3.395155468,3.345693435,2.860096546,3.027877519,2.812388553,2.933279254,2.914944438,3.123670078,3.192253928
SIK2,8.328498841,8.803145542,7.805002075,8.243568378,7.363646069,7.0014058,7.298761257,7.887270716,7.532857395,6.999294494,6.811549104,6.9849246,6.887630001,7.504749555,7.572188843,7.388949584,8.046845129,7.678546746,6.399682507,6.927783041
SIK3,6.975467267,6.871803092,7.752814226,7.090293118,7.283823264,7.505488719,7.947666747,7.658968576,7.428253275,7.432894403,8.046016541,5.994773059,6.882714141,8.002422974,7.977197133,7.24589685,7.708874117,7.06739824,6.940284961,7.132537434
SIKE1,6.532458275,6.384631882,6.745887092,6.254156147,6.725939323,6.751600854,6.948953453,6.89897792,6.349845715,6.442942815,7.38590392,6.57133734,6.907450087,6.841442696,6.745971782,7.118171819,7.36640972,7.719245996,6.758220816,6.810951631
SILC1,3.53640441,3.597827727,3.39576563,4.393522864,3.540915393,3.849339543,3.251467085,3.501289838,4.440862731,3.827648539,3.343433484,4.432670745,3.962621302,3.759355432,3.41044465,3.78690908,3.955418231,4.315632567,7.501385958,3.836396851
SIN3A,7.663286859,7.648339324,8.361096265,7.62910663,7.829384618,8.539064569,8.568059831,8.534071315,8.190358952,8.228638939,8.7194762,7.272961296,7.880271484,8.760175671,8.649580335,8.553493701,8.79284574,7.485332202,7.844776523,7.708978508
SIN3B,7.044772744,6.555599783,7.471368915,7.239724198,6.502506318,6.70255989,6.931549555,7.140947542,7.324696204,7.013136774,7.077259729,7.074203354,6.56873987,7.17225826,6.617866213,7.126734937,8.302439732,7.732564631,7.041399438,6.92511148
SINHCAF,5.70918658,4.411256354,6.366110734,5.004057831,6.34623524,5.767059496,6.401230029,6.833789166,6.261145522,4.292772046,7.562256825,4.856706127,6.263339935,6.138174974,6.274697941,6.233142964,7.989239222,6.602534647,6.582775617,6.478604582
SINHCAF,7.28520737,5.714642579,8.330097321,6.76863289,7.485068242,7.066960208,8.219946778,8.843399207,7.595407839,5.986964203,9.687823424,6.609245328,7.494266397,8.044599379,7.003572812,7.892878849,10.00264592,8.046601911,7.210246843,8.192325688
SIPA1L1,7.972812561,6.632028086,7.435550089,7.648355141,7.180292038,7.56676986,7.810378193,7.899911535,7.90070535,7.870299667,7.084180385,7.350819994,6.976858028,8.355203215,8.082008726,8.528048447,7.959189607,7.969998538,7.017278323,7.435905702
SIPA1L2,6.78818963,7.346228905,7.071590003,6.801166295,7.015578944,7.551634583,7.446014246,6.539907205,7.276495665,7.586323467,6.813904755,6.576431434,7.185637778,7.495422876,7.112491534,7.494492455,6.434288503,7.438499264,6.781554489,7.159178866
SIPA1L3,6.533675311,6.016521216,7.337659133,6.387850498,6.743909943,7.704832044,7.502477331,7.867092989,7.63594915,7.273090453,7.835892911,8.200556312,7.18457411,7.200418127,8.524889725,8.622525608,8.043298781,8.071916713,7.588198065,7.112426038
SIRT1,8.040060576,8.004294435,8.291354118,7.912310409,8.479839646,8.281871233,8.426193241,8.138162276,7.697927007,8.707416281,8.404403193,7.356923826,8.007219895,8.635043953,7.327330105,7.783546091,7.096013632,7.650100837,7.72320987,7.411552805
SIRT2,8.79295711,8.864476978,7.926378482,8.745439947,7.719264145,7.498350353,8.36386085,8.487777957,8.739336078,7.902760074,8.31835595,8.189382783,7.943721043,8.350080627,9.145056142,8.826524624,8.890064669,9.079331988,8.223562869,7.782622279
SIRT3,7.818327473,7.573869442,8.060846758,7.729879889,7.910900248,7.340168924,7.702761871,7.691264655,7.564167982,7.259636339,7.39117543,6.756800048,7.708462698,7.895034028,7.425368252,7.840128341,7.3439187,7.528227462,7.235128075,7.707588924
SIRT4,5.121651614,5.322835271,4.464147244,4.668472014,4.513712093,4.431914252,4.418408443,4.312259992,4.211415423,4.400662251,3.934557082,4.972734298,4.798802693,4.379674761,4.604401142,4.474218373,4.596816054,4.852353174,5.521857262,4.115915435
SIRT6,6.330737476,6.408458632,6.425087638,6.415298821,6.100234072,6.093622192,6.498239623,6.265646479,6.669064923,6.603982787,6.596544612,6.491913649,6.328976933,5.866273048,6.709204572,6.636398593,6.442077352,6.554796383,6.182802884,6.290235631
SIRT7,6.785408638,6.937938924,7.053208848,6.836678262,6.367371148,8.154937807,6.77142513,7.02243611,6.936084762,6.313005564,8.948276833,6.865063905,6.759984641,6.658026864,8.380496471,7.76874392,8.259552576,7.04888273,7.305209043,6.603814939
SIVA1,7.640284352,7.872699552,7.488669664,8.066072273,7.728281834,7.811475143,7.113316382,6.83935974,7.478400916,7.602038226,6.898370623,8.176603462,7.621948798,7.247114671,8.092678488,7.043805631,6.875804748,7.787430011,8.145415405,7.268153692
SIX1,6.669272273,6.156279492,5.18105066,6.834113468,4.958764912,7.189789276,6.30766915,6.125870151,5.631271158,6.03252552,8.689860666,5.847641199,6.208715957,5.345125131,6.801557575,4.909657521,6.193671979,5.696771449,6.37484329,6.883091284
SIX3,4.972310239,5.629704918,4.929706917,5.117812294,4.920984638,4.836097314,4.582365027,4.664081259,4.850597967,4.996892531,4.650252536,4.902853245,4.996982437,4.992167361,5.041929342,4.934807034,4.825732002,4.880530886,4.865499857,4.530193691
SIX4,6.793208026,6.985384864,6.99488065,6.823762137,7.126686552,7.709134684,7.521435274,7.649345112,6.807165917,7.408459037,9.449434156,7.798359146,7.327796513,7.561473879,7.231097437,6.790672902,7.829740928,7.108463831,7.016849703,7.774525985
SIX5,6.825696661,6.752645662,7.249963062,6.899885736,6.721272802,6.675906953,6.806656583,6.714095745,6.911065916,6.418445583,6.168862592,6.6474098,6.586251816,6.671306206,6.773333366,6.705379333,6.762505497,6.888247839,7.134101423,6.514106342
SIX6,6.082657587,6.430827056,5.741090832,5.815446012,5.748278757,5.894247357,5.926395372,5.495963636,6.007549005,6.154253521,5.643677416,6.330850166,6.201940918,5.755941234,5.580232015,5.62271021,5.47207258,5.871517467,6.465773357,6.469554275
SKA1,3.58336905,3.791990683,3.67605457,3.299568894,3.545677577,4.696732182,4.542338519,3.973884125,3.955476492,3.611136285,5.281819501,4.570984295,3.773229367,4.043057696,4.489353365,6.488571864,5.288870376,6.018923417,4.600013396,4.678114507
SKA2,6.740745209,6.240418388,5.704499958,6.447955618,7.268099227,9.051522557,6.704852118,7.602801863,6.858994295,7.201027908,9.786681047,7.915761221,7.35723404,7.321647979,8.96510736,8.800222593,8.063124112,7.162866576,7.208726581,7.902621647
SKA2,7.687444456,7.019294283,6.842108233,7.339518904,7.90538816,9.394480817,7.343914394,7.90363079,7.596367228,7.828363244,10.31601901,7.880105634,7.965942025,8.142273403,9.276906349,8.553040477,8.395074218,7.363659375,8.122431045,8.438958941
SKA3,4.245881776,4.580965876,4.263191238,4.520235936,4.581528305,5.425535665,5.522993326,4.455593468,4.477998853,4.463017097,6.742356987,5.390292849,5.155716339,4.72252536,5.201826365,7.086349205,6.60448308,5.615035519,4.496969957,4.886490924
SKAP1,4.805322934,5.110070579,4.678620959,5.247258854,5.057223317,5.573527851,5.031054575,5.907424079,5.712372996,6.092569575,5.815445552,4.637705965,5.145858522,4.872544977,5.902175543,6.148624639,6.145292242,5.343057413,5.17477849,5.596317176
SKI,8.399176832,8.630020119,8.779977653,8.600755346,8.313039358,7.934375266,8.610203623,8.262107771,9.090245248,8.424749441,7.630582299,8.258020372,8.338352285,8.272231723,8.253299183,8.14751874,8.130616777,8.549656888,8.366329855,8.183695737
SKIDA1,5.597445855,5.957211477,5.635904896,5.940484136,5.469838806,5.255433812,5.423167477,5.13379432,5.769333052,5.655394058,5.141375892,5.291593271,5.460812507,5.546525117,5.257165537,5.723544816,5.105596409,5.841467092,5.310410359,5.457837069
SKOR1,6.740872884,6.684630758,6.526786477,6.67939859,6.543880734,6.571883877,6.397690322,6.327241655,7.01020153,6.558120966,6.195878791,7.073490156,6.856058097,6.126385064,6.512882181,6.081912647,6.134918311,6.278530429,6.585619573,6.822530554
SKOR2,5.673636703,6.480266392,6.189877862,6.144060401,5.757262987,5.565107657,5.508205525,5.847736765,6.062412024,5.110348195,5.226451097,5.439802011,5.82843578,5.780486174,5.869885868,4.853726344,5.259402139,5.685154615,5.832253368,6.016916593
SLAIN1,5.631836874,4.352107065,6.129989597,5.808524649,6.232459581,4.359313083,4.950551211,5.656927266,4.642317422,4.567185031,6.347891139,4.100697925,4.980640174,4.847234464,5.253516147,5.003761955,6.223710071,4.340773075,5.005782333,4.18983323
SLAMF1,4.792444576,4.316584711,3.79409309,4.925512167,3.642417797,3.96842529,4.044015149,4.516185397,5.147473506,4.982834877,3.78641274,3.985287311,4.251115696,3.726050219,5.174835892,3.485575755,5.186701909,4.050502118,4.171628842,4.23294975
SLAMF6,4.398302677,5.272169861,4.193849736,4.294866477,4.668743857,4.062053917,4.914169961,6.155324737,6.481969622,6.135538674,3.285623073,5.507027195,4.829598543,4.112010755,6.802235689,3.713735634,6.559215086,5.354843095,5.13100138,5.026736981
SLAMF7,5.872202059,5.313504543,5.47875079,6.196048772,4.275821583,4.714720849,6.454691407,6.306184055,8.495975197,8.053240895,4.216852476,6.241528459,5.487467309,5.535391728,8.69989762,4.718151665,8.552445735,7.02671135,7.779347674,6.732478131
SLAMF8,6.159198586,7.421121402,5.429745704,6.451367158,5.223626872,5.43237483,6.466401394,6.428709624,8.124084403,8.03007861,4.77563805,7.793324805,5.9430428,4.710101049,9.067151843,5.540515284,8.968378204,7.061461044,8.240096703,7.502448969
SLAMF9,4.653511017,4.698365608,4.398670634,4.34941561,4.184698838,4.366121487,4.105656622,3.777879469,4.542222686,4.150606333,4.131984587,4.329198502,4.291665639,4.078784375,4.505141693,4.205301538,4.312345055,4.642688085,4.445934214,4.671097787
SLC10A1,4.18669137,3.944036122,3.733000921,3.945560997,3.944801767,3.992316484,3.393791976,3.653458862,3.892957828,3.908615166,3.340368686,3.857459251,3.938997499,3.384151398,3.70653363,3.625253743,3.512257394,4.261735747,4.285436198,3.991893549
SLC10A2,4.720101565,4.395758234,4.649230233,4.307772621,4.058666325,4.117023802,4.658353553,3.808236293,4.75323746,4.584584393,4.057857554,4.71979771,4.902812451,4.518660629,4.38979111,3.947349981,4.584173193,4.509501804,4.45459378,3.88470836
SLC11A2,6.713474069,6.311841474,7.709053428,6.775729452,8.145726234,8.536151813,7.570050335,7.931748735,7.379598876,7.423379551,7.967204189,7.900313967,7.056224225,7.535976185,7.80742453,8.026483611,7.705024451,7.32275651,8.074812873,7.686037557
SLC12A1,3.200188546,3.779552611,4.213670047,3.093554095,3.561514434,3.436588747,2.925120632,4.113977452,4.950725792,3.238744132,3.273701414,3.606143675,5.443837736,3.145517553,3.401477826,3.309193888,2.807492532,5.65531989,4.638415687,3.285821367
SLC12A3,5.081378613,4.613390642,5.499955723,4.963631381,5.537372747,5.692419699,5.260322721,4.927165002,5.252271869,5.461504245,5.005585827,5.681789989,5.000577228,5.056070856,5.128349055,4.906578355,5.149039303,5.575273864,5.130000889,5.325956253
SLC12A4,7.884906329,7.210832449,7.202313144,7.757710105,6.813334292,6.815215841,7.189878418,7.470628795,7.761290837,7.408552325,6.380754755,7.391640216,7.356375557,8.007307597,6.918263692,6.816916389,7.529829467,6.820375246,7.760649761,7.384271265
SLC12A6,6.641623841,7.090276011,6.76625595,6.598207868,7.181697518,6.453680951,7.261393743,7.089400234,7.283275483,7.06412058,7.033480012,7.160180069,6.984995821,7.149938867,6.684871656,6.879850285,7.313130374,6.941133118,7.097392532,6.40084645
SLC13A2,5.550947676,4.79455169,6.764989217,5.034892613,5.331812331,4.739788146,5.132358831,7.015806592,4.877574586,4.909734983,4.644785982,11.67456225,5.300960576,4.947586974,4.631492327,4.508562515,4.598652172,5.188343571,4.826126012,4.826997724
SLC13A5,5.832461137,6.328386527,5.822122432,5.544583627,5.922585901,5.675920508,5.545973804,5.738507289,5.979085697,5.790987444,5.500511128,5.915229745,5.972724039,5.705905523,5.60137635,5.654791072,5.47666512,5.858290082,5.772475467,5.783520969
SLC14A1,4.729544406,4.268918555,4.495726563,4.307640267,4.390110942,3.44083577,3.971283064,6.485172676,3.460823586,3.234758955,3.602215238,3.391246495,3.477398882,4.732642643,4.030371076,3.33668561,3.53283088,5.292441598,3.71450892,3.443519897
SLC14A2,4.514387793,4.252559357,4.649069045,4.800977321,4.787782506,4.011557454,4.034329604,3.593226423,4.382084631,4.068125317,3.553048393,4.314798971,4.296778842,4.103913807,4.081952781,4.640116381,4.210110707,4.253953905,4.639086865,4.242855349
